Organization Name,Contact,FLO ID,Function,Country,Product Type
SCOOPS-SODA-SI,"BP 349 Sinfra, Goh, Ivory Coast",36854,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-TIPHERET,", Bloléquin, Ivory Coast",40319,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-USPK,", Kouibly, Ivory Coast",39489,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOWEND COOP-CA,"Djapadji s/p Doba, San Pedro, Ivory Coast",39288,Producer,Ivory Coast,Cocoa (Cocoa)
SCOPACI SCOOPS,"BP 723 Bonoua, Bonoua, Ivory Coast",46219,Producer,Ivory Coast,Fresh fruit (Pineapples)
SCOPAKO COOP-CA,"BP 231 Bondoukou, Bondoukou, Ivory Coast",37638,Producer,Ivory Coast,Nuts (Cashew Nut)
SEDA Outspan Iberia S.L.U.,"Paseo Padre Faustino Calvo s/n, PALENCIA, 34005, Spain",6532,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Spain,Coffee (Not specified)
SEEDS CONCEPT SA,"Rua de argemil 40, Santo Tirso, 4780-403, Portugal",46964,"Trader, Trader that is also a Manufacturer/Processor",Portugal,Cotton (Seed Cotton)
SEKEM Group Companies,"3 Belbes Desert Road, Cairo, 11511, Egypt",26849,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Egypt,"Cotton (Seed Cotton), Fresh fruit (Dates, Mangoes, Oranges, Table Grapes), Fruit juices (Orange), Herbs, herbal teas & spices (Basil (Ocimum basilicum, O. gratissimum), Camomile (Matricaria recutita, Anthemis nobilis), Fennel (Foeniculum vulgare), , , , , ),"
SELECT GRAINS INTERNATIONAL SAC,"Calle Chavín S/N Urbanización Dorita Velasco, Jaén, 06801, Peru",48057,"Trader, Exporter",Peru,Coffee (Arabica)
SERAFIEN BAKERY SA.,"Drève Gustave Fache, 6, Mouscron, 7700, Belgium",48501,"Trader, Trader that is also a Manufacturer/Processor",Belgium,Cocoa (Cocoa)
SGA Farms Limited,", Teacher Mante, Ghana",48162,Producer,Ghana,"Fresh fruit (Papaya), Vegetables (Sweet Potatoes (Ipomoea batatas))"
SH Pratt Group,"Laporte Way, Luton, LU4 8EN, United Kingdom",1519,"Trader, Importer, Licensee",United Kingdom,Banana (Banana)
SHAKTHI KNITTING PRIVATE LIMITED,"#4/677,'Shakthi Center', Nochipalayam Road, Veerapandi Post, Tirupur, Tirupur, 641605, India",28544,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
SHAOXING SHANGYU GRAHAM TEA FARMERS ASSOCIATION,"Zhangzhen Town, Taishan Village, Shangyu, China",25277,Producer,China,"Herbs, herbal teas & spices (Mint (Mentha species)), Tea (Camellia sinensis)"
SI3C-SCOOPS,"BP 727 Gagnoa, Gagnoa, Ivory Coast",48743,Producer,Ivory Coast,Cocoa (Cocoa)
SIGNUM FAIR JEWELS,"Hobelweg 6, Buchs, 9470, Switzerland",38315,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Switzerland,Gold & associated Precious Metals (Gold)
SIK MAKAS GIYIM SANAYI VE TICARET A.S. - CORLU Branch,"Velimese O.S.B Corlu Cerkezkoy Yolu CD:NO: 10/1, Ergene/Tekirdag, 59930, Turkey",43714,"Trader, Trader that is also a Manufacturer/Processor",Turkey,Cotton (Seed Cotton)
SINTF,"BP 1200, Bobo Dioulasso, Burkina Faso",42692,"Trader, Exporter",Burkina Faso,"Fresh fruit (Mangoes), Nuts (Cashew Nut)"
SIPEF,"Calesbergdreef 5, Schoten, 2900, Belgium",41294,"Trader, Importer",Belgium,Banana (Plantain)
SKD Fine Decor,"1/93 B-1, Mylampatti Post, Mylampatti, Coimbatore, 641062, India",45913,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
SKN Caribecafe S.A.S,"CR 7 71 21, NIT 860.000.898-7, 110231, Colombia",47378,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Colombia,Coffee (Arabica)
SKOTLANDER ApS,"Hjulmagervej 19, Pandrup, 9490, Denmark",47987,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Denmark,Cane sugar (Cane sugar secondary product)
SM Knitwears Limited,"Shirirchala,Bhabanipur, Gazipur, 1740, Bangladesh",19239,"Trader, Trader that is also a Manufacturer/Processor",Bangladesh,Cotton (Seed Cotton)
SMALL ORGANIC GROWERS ASSOCIATION,"MADUVALPATANA, BANDARAWELA, 90100, Sri Lanka",35470,"Producer, Producer that is also a Manufacturer/Processor",Sri Lanka,Tea (Camellia sinensis)
SMALL ORGANIC GROWERS ASSOCIATION WEGODA,"WEGODA, AMUNUMULLA,WELIMADA, UVA region, 90200, Sri Lanka",36339,"Producer, Producer that is also a Manufacturer/Processor",Sri Lanka,Tea (Camellia sinensis)
SMC - Comercial e Exportadora de Café SA,"Rua Professor Jose de Sá, 38, Guaxupé – MG, 37800-000, Brazil",27176,"Trader, Exporter",Brazil,Coffee (Arabica)
SNQS Internationals Private Limited,"OLD SF.No.280'NEW SF.No.4/146-2,sundakkampalayam, Nambiyampalayam Po, AvinashiTaluk, Tiruppur District., Avinashi, 641670, India",47421,"Trader, Trader that is also a Manufacturer/Processor, Exporter",India,Cotton (Seed Cotton)
SOARARY SARL,"Lot Nc 28 Bis/Sect 05 - Manolotsoa, Antalaha, Madagascar",37953,"Trader, Exporter",Madagascar,"Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
SOBIFARMS S.A.C.,"CAS. PABUR VIEJO S/N- MORROPON, La Matanza, Peru",47124,Producer,Peru,Banana (Banana)
SOCADJA COOP-CA,", Djouroutou, Ivory Coast",39559,Producer,Ivory Coast,Cocoa (Cocoa)
SOCADO,"Via Spagna 20, Villafranca di Verona, 37069, Italy",32878,"Trader, Trader that is also a Manufacturer/Processor",Italy,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
SOCAF,"86 Impasse Christian Barnard, Chatillon sur Chalaronne, 01400, France",29583,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,"Coffee (Arabica, Not specified)"
SOCAGC SCOOPS,"01 BP 2260 San Pedro 01, San Pedro, Ivory Coast",39258,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Ivory Coast,Cocoa (Cocoa)
SOCAK-KATANA,"BP 127 Duekoue, Duekoue, Ivory Coast",33386,"Producer that also exports for other producers, Exporter",Ivory Coast,"Cocoa (Cocoa), Coffee (Not specified)"
SOCAMEA COOP-CA,"Quartier commerce / Carrefour cathédrale, Man, Ivory Coast",39094,Producer,Ivory Coast,Cocoa (Cocoa)
SOCAPS COOP-CA,", Soubré, Ivory Coast",41492,Producer,Ivory Coast,Cocoa (Cocoa)
SOCAREBIA COOP-CA,"BP 411, Aboisso, Ivory Coast",28420,Producer,Ivory Coast,Cocoa (Cocoa)
SOCAYEMA COOP CA,"BP1008 Aboisso, Mafere, Ivory Coast",37977,Producer,Ivory Coast,Cocoa (Cocoa)
SOCIETE LA FERMIERE,"375, avenue du Passe-Temps, Aubagne, 13600, France",49001,"Trader, Trader that is also a Manufacturer/Processor",France,Cocoa (Cocoa)
SOCIETE VELO ALEXIS SARLU,"Analamandrorofo, Sambava, Madagascar",36724,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Madagascar,"Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
SOCOB-SCOOPS,", San Pedro, Ivory Coast",42992,Producer,Ivory Coast,Cocoa (Cocoa)
SOCODAG COOP-CA,"377 Divo, Divo, Ivory Coast",34589,Producer,Ivory Coast,Cocoa (Cocoa)
SOCODS-SCOOPS,"BP 435 Seguela, Seguela, Ivory Coast",38211,Producer,Ivory Coast,Cocoa (Cocoa)
SOCONEL,", Bayota, Ivory Coast",36853,Producer,Ivory Coast,Cocoa (Cocoa)
SOCONPAYAT COOP-CA,"Diangobo, Attobrou, Ivory Coast",40730,Producer,Ivory Coast,Cocoa (Cocoa)
SOCOOPACDI COOP-CA,"BP 1430 Divo; Loh D''jiboua, Divo, Ivory Coast",33084,"Producer, Producer that is also a Manufacturer/Processor",Ivory Coast,Cocoa (Cocoa)
SOCOOPAGOS COOP-CA,"BP 854 Aboisso, Aboisso, Ivory Coast",31006,Producer,Ivory Coast,Cocoa (Cocoa)
SOCOOPALAO COOP CA,"BP 02, Fresco, Ivory Coast",42941,Producer,Ivory Coast,Cocoa (Cocoa)
SOCOOPEM COOP-CA,"01 BP 1061 San Pedro 01, San Pedro, Ivory Coast",33493,Producer,Ivory Coast,Cocoa (Cocoa)
SOCOOPENHA,"San Pedro Quartier JB, Neka-Hannié, 132, Ivory Coast",36327,Producer,Ivory Coast,Cocoa (Cocoa)
SOCOPANS COOP-CA,"BP 30 Soubré, Soubré, Ivory Coast",33107,Producer,Ivory Coast,Cocoa (Cocoa)
SOCOPASG COOP-CA,"RCI - DIVO; SOGEFIA, Divo, Ivory Coast",43449,Producer,Ivory Coast,Cocoa (Cocoa)
SODIAAL INTERNATIONAL,"200-216 rue Raymond Losserand, Paris, 75014, France",48727,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,Cocoa (Cocoa)
SOHOKIN,", Taga, Burkina Faso",32553,Producer,Burkina Faso,"Fresh fruit (Mangoes), Nuts (Cashew Nut)"
SOLCAFE EXPORT S de RL de CV,"Carretera a Gracias Lempira, Aldea Las Cidras., Santa Rosa, 14000, Honduras",45780,"Trader, Exporter",Honduras,Coffee (Arabica)
SOMAVA,"BP 11-206 Antalaha, Antalaha, 206, Madagascar",43668,"Trader, Exporter",Madagascar,"Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
SONEMAT,"Plateau Avenue, Avenue Lamblin, Immeuble Eden 8é etage, Abidjan, Ivory Coast",35345,"Trader, Exporter",Ivory Coast,Cocoa (Cocoa)
SOPACDI,"Tcheya Groupement, Bulenga du Buzi, Territoire de Kalehe, Tsheya / Minova, Congo (Democratic Republic)",26275,"Producer, Producer that is also a Manufacturer/Processor",Congo (Democratic Republic),Coffee (Arabica)
SOPRAL,"PK 4 route de Fénérive est, Analamalotra, BP 406, Tamatave, 501, Madagascar",28847,"Trader, Exporter, Trader that is also a Manufacturer/Processor",Madagascar,"Cane sugar (Cane sugar), Fresh fruit (Lychees, Pineapples)"
SOUTH AMERICAN FRUITS SRL,"Calle Juan Carlos Gómez 1388/201, Montevideo, 11000, Uruguay",43295,"Trader, Exporter",Uruguay,Banana (Banana)
SPAR Österreichische Warenhandels-AG Regio Kaffeerösterei,"Spar-Straße 1a, Marchtrenk, 4614, Austria",2218,"Trader, Trader that is also a Manufacturer/Processor",Austria,"Coffee (Arabica, Robusta)"
SPOSEL S.S.S.,"Ejido Zaragoza, Ocosingo, 29950, Mexico",5146,Producer,Mexico,Coffee (Arabica)
SPREAFICO FRANCESCO & F.LLI SpA,"Via Campagnola 8/C, Dolzago (LC), 23843, Italy",2558,"Trader, Trader that is also a Manufacturer/Processor, Importer, Licensee",Italy,"Banana (Banana), Fresh fruit (Mangoes, Pears, Pineapples)"
SRB S.p.A.,"Strada per Fiume Piccolo 10, Brindisi, 72100, Italy",35128,"Trader, Trader that is also a Manufacturer/Processor",Italy,"Cane sugar (Cane sugar secondary product, Cane sugar)"
STAMAG Stadlauer Malzfabrik Gesellschaft m.b.H.,"Smolagasse 1, Vienna, 1220, Austria",45152,"Trader, Trader that is also a Manufacturer/Processor",Austria,Cocoa (Cocoa)
STAR GLOBAL MULTIVENTURES PVT LTD,"Gurjar Bhawan, Near cane society, Laksar, India",38466,"Producer, Producer that is also a Manufacturer/Processor, Exporter",India,"Rice (Basmati Pusa, Basmati Traditional, Non-Basmati and Non-Sarbati rice)"
STE BIO ORIGIN FRUITS (SUARL),"ZI 55 Av Al Maghreb Alarabi, Hazoua, 2223, Tunisia",46555,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Tunisia,"Dried fruit (Date), Fresh fruit (Dates)"
STRAIT COFFEE LTD.,"Sunshine Coast Highway 4330, Sechelt, V0N 3A1, Canada",1227,"Trader, Licensee",Canada,Coffee (Not specified)
STUTE Nahrungsmittelwerke GmbH & Co. KG,"Abtsbrede 129, Paderborn, 33098, Germany",35858,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Germany,"Banana (Banana), Cane sugar (Cane sugar), Cocoa (Cocoa), Fruit juices (Orange), Honey (Not specified), Pulp (Guava)"
SUCAFINA UK LIMITED,"Corinthian House, 17 Lansdowne Road, Croydon, CR0 2BX, United Kingdom",1119,"Trader, Importer, Licensee",United Kingdom,"Coffee (Arabica, Not specified, Robusta)"
SUCDEN COLOMBIA S.A.S,"Calle 104 # 18ª – 52, Of 402, Bogotá, Colombia",42260,"Trader, Exporter",Colombia,Coffee (Arabica)
SUCDEN-CI,"Zone 3, Boulevard de Marseille, Abidjan, Ivory Coast",33325,"Trader, Exporter",Ivory Coast,Cocoa (Cocoa)
SUCREDOR – MAISON BONANGE,"49 RUE LAMARTINE, Versailles, 78000, France",43814,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
SUCRES ET SERVICES,"3 AV DE LA SAUDRUNE, PARC D'ACTIVITE DU BOIS VERT, Portet-sur-Garonne, 31120, France",45808,Trader,France,Cane sugar (Cane sugar)
SUSCOM-CI,"Immeuble ABLE, 2ème Etage, Boulevard de la République, Zone Industrielle Sud, BP 2234, San Pedro, Ivory Coast",36391,"Trader, Exporter",Ivory Coast,Cocoa (Cocoa)
SUTEC,"Zone Portuaire, Port-Bouet, Vridi (ex-DAFCI), Abidjan, Ivory Coast",36220,"Trader, Exporter",Ivory Coast,Cocoa (Cocoa)
SUTLEJ TEXTILES AND INDUSTRIES LIMITED - CHENAB TEXTILE MILLS,"National Highway-1A, 184102, India",40839,"Trader, Trader that is also a Manufacturer/Processor, Exporter",India,Cotton (Seed Cotton)
Sackeus AB,"Prästgårdsängen 3, Göteborg, 412 71, Sweden",1089,"Trader, Licensee, Importer",Sweden,"Cane sugar (Cane sugar), Cocoa (Cocoa), Coffee (Arabica, Robusta), Herbs, herbal teas & spices (Black Pepper (Piper nigrum), Cardamom (Elettaria & Amonum species), Cinnamon (Cinnamomum zeylanicum, C. cassia), Clove (Syzygium aromaticum), , , ),"
Safe Herbs & Spices,"Sakaran, El Fayoum, Egypt",26528,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Egypt,"Herbs, herbal teas & spices (Basil (Ocimum basilicum, O. gratissimum), Camomile (Matricaria recutita, Anthemis nobilis), Chili pepper (Capsicum species), Fennel (Foeniculum vulgare), Lemongrass (Cympobogon citratus, C. flexuosus), Liquorice (Glycyrrhiza glabra), , ),"
Sagittaria Exports Private Limited,"GAT No. 785, Plot No. 138,139,140,149,150,151, Khanjire Industrial Estate, Ichalkaranji, Kolhapur, 416115, India",43374,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
Sags Apparels,"S.F.NO.48/2A1, NO.1/1076, SEERAMPALAYAM EAST, KALIPALAYAM VILLAGE PANCHAYAT, SOUTH SIDE OF KPR MILL SIDE, SENAPATHICHETTIPALAYAM POST, 638752, India",34466,"Trader, Trader that is also a Manufacturer/Processor, Textile manufacturer",India,"Cotton (Seed Cotton), Textile (Cotton)"
Sahyadri Farms Post Harvest Care Limited,"Gate No. 314, A/P Mohadi, Tal.Dindori, Nashik, nashik, 422207, India",46745,"Trader, Trader that is also a Manufacturer/Processor, Exporter, Importer",India,"Fresh fruit (Mangoes, Table Grapes)"
Sahyadri Fruits Producer Company Ltd.,"Gate No- 314, A/P - Mohadi, Tal. Dindori, Nashik, 422207, India",41957,Producer,India,Fresh fruit (Table Grapes)
Sahyadri Organic Small Farmers Consortium,"PDS Organic Spices (A unit of Peermade Development Society), Kuttikanam PO, Valanjanganam, Peermade, Kerala, 685531, India",20381,Producer,India,"Coffee (Arabica, Robusta), Herbs, herbal teas & spices (Black Pepper (Piper nigrum), Cardamom (Elettaria & Amonum species), Cinnamon (Cinnamomum zeylanicum, C. cassia), Clove (Syzygium aromaticum), Ginger (Zingiber officinale), Mace (Myristica fragrans), , , , , )"
Sai Supreme Holding Company Pvt Ltd.,"RS No. 15/13 & 15/15, Vazhudavur Road, Kurumbapet, Pondicherry, 605009, India",22681,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
Sakaran Society Development Association,"Manshia, Sakaran, منشية سكران, الفيوم, مصر, Sakaran, Egypt",20266,Producer,Egypt,"Herbs, herbal teas & spices (Basil (Ocimum basilicum, O. gratissimum), Camomile (Matricaria recutita, Anthemis nobilis), Fennel (Foeniculum vulgare), Hibiscus (Hibiscus sabdariffa), Lemongrass (Cympobogon citratus, C. flexuosus), Liquorice (Glycyrrhiza glabra), , ), ,"
Sakay Trader,"Village Variana, Kapurthala Road, Jalandar, 144 021, India",45902,Producer,India,Sports Balls (Sports balls)
Salento Sources B.V.,"Tolhûsleane 11-15, Gorredijk, 8401 GA, Netherlands",26679,"Trader, Licensee",Netherlands,"Cocoa (Cocoa), Coffee (Not specified), Tea (Camellia sinensis)"
Salmed Cocoa/Coffee Farmers Cooperative,"13 Suku Tamba Street, Koidu, Sierra Leone",46067,Producer,Sierra Leone,Cocoa (Cocoa)
Salt Spring Coffee Company,"3551 Viking Way, Unit #105, Richmond, V6V 1W1, Canada",1217,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Canada,Coffee (Not specified)
Samahan ng organikong Magniniyog ng Albay,"Legaspi City, Bicol Region, 4504, Philippines",45926,Producer,Philippines,Oilseeds and Oleaginous fruit (Coconut)
Sambavanille-DMNP SARL,"Cité Seimad Logt. N°4, Sambava, 208, Madagascar",46845,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Madagascar,"Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
Sambirano SA,"Ambalavelona, Ambanja, Madagascar",37369,"Trader, Exporter",Madagascar,"Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
Samroiyod Corporation Limited,"142/1 MOO6, SALALAI, SAMROIYOD, PRACHUAPKIRIKHAN, 77180, Thailand",19359,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Thailand,"Cane sugar (Cane sugar), Fresh fruit (Fresh fruit secondary product, Jackfruit, Mangoes, Pineapples), Fruit juices (Pineapple)"
San Isidro - Grupo Asociativo San Isidro,"Calle 16 sur · 2-24 barrio solarte, Pitalito, Colombia",4165,Producer,Colombia,Coffee (Arabica)
San José Frutas Tropicales S.A. de C.V.,"Carretera 129 Mtz Nautal Km 61.3, Martínez de la Torre, 93600, Mexico",35736,Producer,Mexico,Fresh fruit (Limes)
San Marco Gelati srl,"Via Lugi Gambardella N. 15/A, Molfetta, 70056, Italy",48194,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Italy,Cocoa (Cocoa)
Sanbeam Gesunde Produkte GmbH,"Am Gelskamp 1-3, Detmold, 32758, Germany",44963,"Trader, Trader that is also a Manufacturer/Processor",Germany,Cocoa (Cocoa)
Sangaa Small Producers Society for Organic Agricultural Development,"Sangaa-Abshoway-Fayoum, Abshoway, Egypt",36528,"Producer, Producer that is also a Manufacturer/Processor",Egypt,"Herbs, herbal teas & spices (Basil (Ocimum basilicum, O. gratissimum), Camomile (Matricaria recutita, Anthemis nobilis), Chili pepper (Capsicum species), Fennel (Foeniculum vulgare), Hibiscus (Hibiscus sabdariffa), Lemongrass (Cympobogon citratus, C. flexuosus), Liquorice (Glycyrrhiza glabra), Mint (Mentha species), Not specified)"
Sankofa Coconut Farmers Association,"PO Box 23, Adusuazo, Half-Assini, Ghana",47238,Producer,Ghana,Oilseeds and Oleaginous fruit (Coconut)
Sanmik Food (Pvt) Ltd.,"Divulapitiya Roundabout, Divulapitiya, Sri Lanka",34957,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Sri Lanka,"Banana (Banana), Cane sugar (Cane sugar), Cocoa (Cocoa), Coffee (Not specified), Fresh fruit (Jackfruit, Lemons, Limes, Mangoes, Papaya, Pineapples, Watermelon), Herbs, herbal teas & spices (Black Pepper (Piper nigrum), Cardamom (Elettaria & Amonum species), , , , , , , , , , , , ), , , , ,"
SanoRice Netherlands B.V.,"Inductorstraat 72, Veenendal, 3903 KB, Netherlands",4552,"Trader, Trader that is also a Manufacturer/Processor",Netherlands,Cocoa (Cocoa)
Santa Cruz Organic Fairtrade Farmers Association(SCOFFA),"Santa Cruz Davao Del Sur, 8001, Philippines",46257,Producer,Philippines,"Banana (Banana), Oilseeds and Oleaginous fruit (Coconut)"
Santa Fe Coffee Works,"1110 Barcelona Lane, Santa Fe, 87505, United States",46254,"Trader, Trader that is also a Manufacturer/Processor",United States,Coffee (Arabica)
Santangelo Group S.r.l.,"Via Giulio Natta 22, Terni (TR), 05100, Italy",45617,"Trader, Trader that is also a Manufacturer/Processor",Italy,Cocoa (Cocoa)
Santas Koffievoorzieningen,"Benjamin Franklinstraat 501, Rotterdam, 3029 AA, Netherlands",1011,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Netherlands,"Cane sugar (Cane sugar), Coffee (Not specified), Tea (Camellia sinensis)"
Santora Kaffeesysteme GmbH,"Santorastraße 1, Münchendorf, 2482, Austria",21083,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Austria,"Coffee (Arabica, Robusta)"
Sapna Foods Inc.,"2280 Mountain Industrial Boulevard, Tucker, 30084, United States",44604,"Trader, Trader that is also a Manufacturer/Processor, Importer",United States,"Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
Sapphire Fibres Ltd-Unit 3,"26 KM Sheikhupura Faisalabad road, Ferozewattoan, Sheikhupura, 39181, Pakistan",25498,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Pakistan,Cotton (Seed Cotton)
Sapphire Textile Mills Ltd.,"Warburton Road, Feroze Watwan, Sheikhupura-Faisalabad Road, Sheikhupura, Pakistan",6380,"Trader, Trader that is also a Manufacturer/Processor",Pakistan,Cotton (Seed Cotton)
Sapphire Textile Mills Ltd. (Stitching Unit),"1.5 KM, Warburton Road, Ferozewattoan, Sheikhupura, Pakistan",39146,"Trader, Trader that is also a Manufacturer/Processor",Pakistan,Cotton (Seed Cotton)
Sapphire Textile Mills Ltd. No.4,"63km from Lahore Multan Road, Jamalabad Jamber Khurd, Tehsil Chunian, Lahore, 55050, Pakistan",46307,"Trader, Trader that is also a Manufacturer/Processor, Importer, Exporter",Pakistan,Cotton (Seed Cotton)
SapphireTextile Mills Limited,"1.5 Km Warburton Road Ferozewattoan ,Sheikhupura, Sheikupura, 39350, Pakistan",25586,"Trader, Trader that is also a Manufacturer/Processor",Pakistan,Cotton (Seed Cotton)
Saquella 1856 srl,"Via Torretta 24, Pescara, 65128, Italy",32528,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Italy,"Coffee (Arabica, Robusta)"
Sarant Ltd.,"Gothenburg Way 26, Kingston upon Hull, HU7 0YG, United Kingdom",3420,"Trader, Trader that is also a Manufacturer/Processor, Importer",United Kingdom,Honey (Not specified)
